user_id,similarity_score,top_movies
551,0.9866961140757095,"[{'title': 'Maleficent (2014)', 'rating': 5.0, 'timestamp': 1504926183}, {'title': 'Miss Sloane (2016)', 'rating': 5.0, 'timestamp': 1504925492}, {'title': 'Margin Call (2011)', 'rating': 5.0, 'timestamp': 1504317456}]"
344,0.984983254096745,"[{'title': 'Groundhog Day (1993)', 'rating': 5.0, 'timestamp': 1420497469}, {'title': 'Limitless (2011)', 'rating': 5.0, 'timestamp': 1420497433}, {'title': 'Shawshank Redemption, The (1994)', 'rating': 5.0, 'timestamp': 1420497366}]"
279,0.9841835491889923,"[{'title': 'It (2017)', 'rating': 5.0, 'timestamp': 1506396013}, {'title': 'Napoleon Dynamite (2004)', 'rating': 5.0, 'timestamp': 1506395911}, {'title': 'Skyfall (2012)', 'rating': 5.0, 'timestamp': 1506395734}]"
247,0.9841197610878263,"[{'title': 'Jungle Book, The (1967)', 'rating': 5.0, 'timestamp': 1467935453}, {'title': 'Aladdin (1992)', 'rating': 5.0, 'timestamp': 1467843322}, {'title': 'Harry Potter and the Order of the Phoenix (2007)', 'rating': 5.0, 'timestamp': 1467759770}]"
67,0.9827969848179011,"[{'title': 'Léon: The Professional (a.k.a. The Professional) (Léon) (1994)', 'rating': 5.0, 'timestamp': 1501273898}, {'title': 'Taxi 2 (2000)', 'rating': 5.0, 'timestamp': 1501273671}, {'title': 'Taxi (1998)', 'rating': 5.0, 'timestamp': 1501273663}]"
272,0.982363602814844,"[{'title': 'Coco (2017)', 'rating': 5.0, 'timestamp': 1533490600}, {'title': 'Big Short, The (2015)', 'rating': 4.5, 'timestamp': 1537470612}, {'title': 'Green Mile, The (1999)', 'rating': 4.5, 'timestamp': 1533566039}]"
441,0.9816903706515684,"[{'title': 'Team America: World Police (2004)', 'rating': 5.0, 'timestamp': 1451167717}, {'title': 'Your Highness (2011)', 'rating': 5.0, 'timestamp': 1451166924}, {'title': 'Kill Bill: Vol. 2 (2004)', 'rating': 5.0, 'timestamp': 1451166530}]"
24,0.9808056206050242,"[{'title': 'Shawshank Redemption, The (1994)', 'rating': 4.5, 'timestamp': 1458941989}, {'title': 'Green Mile, The (1999)', 'rating': 4.5, 'timestamp': 1458941985}, {'title': 'Silence of the Lambs, The (1991)', 'rating': 4.5, 'timestamp': 1458941983}]"
86,0.9806256799750783,"[{'title': 'Mr. & Mrs. Smith (2005)', 'rating': 5.0, 'timestamp': 1343944814}, {'title': 'Imaginarium of Doctor Parnassus, The (2009)', 'rating': 4.5, 'timestamp': 1344193019}, {'title': 'Cloudy with a Chance of Meatballs (2009)', 'rating': 4.5, 'timestamp': 1344193008}]"
548,0.9786901807911141,"[{'title': 'Freedom Writers (2007)', 'rating': 5.0, 'timestamp': 1494880303}, {'title': 'Jerry Maguire (1996)', 'rating': 5.0, 'timestamp': 1488825846}, {'title': 'Rock, The (1996)', 'rating': 5.0, 'timestamp': 1488825455}]"
522,0.9780804182053524,"[{'title': 'Alien (1979)', 'rating': 5.0, 'timestamp': 1449731619}, {'title': 'Guardians of the Galaxy (2014)', 'rating': 5.0, 'timestamp': 1449724951}, {'title': 'Louis C.K.: Live at The Comedy Store (2015)', 'rating': 5.0, 'timestamp': 1449724921}]"
211,0.9778272209884378,"[{'title': 'Fight Club (1999)', 'rating': 5.0, 'timestamp': 1350913294}, {'title': 'Gladiator (2000)', 'rating': 5.0, 'timestamp': 1350913253}, {'title': 'Matrix, The (1999)', 'rating': 5.0, 'timestamp': 1350913139}]"
432,0.9767242368296023,"[{'title': 'Girl with the Dragon Tattoo, The (2011)', 'rating': 5.0, 'timestamp': 1328049614}, {'title': 'Casablanca (1942)', 'rating': 5.0, 'timestamp': 1316391691}, {'title': 'Lion King, The (1994)', 'rating': 5.0, 'timestamp': 1316391519}]"
334,0.9762144566473003,"[{'title': 'Shrek (2001)', 'rating': 4.5, 'timestamp': 1225479071}, {'title': 'Shooting Fish (1997)', 'rating': 4.0, 'timestamp': 1292093632}, {'title': 'How to Train Your Dragon (2010)', 'rating': 4.0, 'timestamp': 1290273727}]"
382,0.9755494013638956,"[{'title': 'Into the Wild (2007)', 'rating': 5.0, 'timestamp': 1515250291}, {'title': 'Road Warrior, The (Mad Max 2) (1981)', 'rating': 5.0, 'timestamp': 1515249411}, {'title': 'Mad Max: Fury Road (2015)', 'rating': 5.0, 'timestamp': 1515249400}]"
