user_id,similarity_score,top_movies
553,0.9106825434153394,"[{'title': 'Requiem for a Dream (2000)', 'rating': 5.0, 'timestamp': 1230775318}, {'title': 'City of God (Cidade de Deus) (2002)', 'rating': 5.0, 'timestamp': 1230774519}, {'title': 'Catch Me If You Can (2002)', 'rating': 5.0, 'timestamp': 1230773849}]"
28,0.9075789786819605,"[{'title': 'Avatar (2009)', 'rating': 5.0, 'timestamp': 1277001853}, {'title': 'Once (2006)', 'rating': 5.0, 'timestamp': 1234341270}, {'title': 'Dune (2000)', 'rating': 5.0, 'timestamp': 1234337731}]"
369,0.89995591819403,"[{'title': 'Fear and Loathing in Las Vegas (1998)', 'rating': 5.0, 'timestamp': 1237082324}, {'title': 'Big Lebowski, The (1998)', 'rating': 5.0, 'timestamp': 1237082071}, {'title': 'Scanner Darkly, A (2006)', 'rating': 5.0, 'timestamp': 1237081756}]"
219,0.886688257975408,"[{'title': 'Doubt (2008)', 'rating': 5.0, 'timestamp': 1237239091}, {'title': 'Slumdog Millionaire (2008)', 'rating': 5.0, 'timestamp': 1237238986}, {'title': 'Dark Knight, The (2008)', 'rating': 5.0, 'timestamp': 1217436398}]"
222,0.8865052509245464,"[{'title': 'Blues Brothers, The (1980)', 'rating': 5.0, 'timestamp': 1391349962}, {'title': 'Wolf of Wall Street, The (2013)', 'rating': 5.0, 'timestamp': 1391347502}, {'title': 'Catch Me If You Can (2002)', 'rating': 4.5, 'timestamp': 1391353485}]"
333,0.8838579491924194,"[{'title': 'Bossa Nova (2000)', 'rating': 5.0, 'timestamp': 965671669}, {'title': ""One Flew Over the Cuckoo's Nest (1975)"", 'rating': 5.0, 'timestamp': 965671389}, {'title': 'Loser (2000)', 'rating': 4.0, 'timestamp': 965671749}]"
356,0.8818641775507259,"[{'title': 'What About Bob? (1991)', 'rating': 5.0, 'timestamp': 1242881849}, {'title': 'Tao of Steve, The (2000)', 'rating': 5.0, 'timestamp': 1242881753}, {'title': 'Roger Dodger (2002)', 'rating': 5.0, 'timestamp': 1242881688}]"
282,0.8803843949719089,"[{'title': 'Trading Places (1983)', 'rating': 5.0, 'timestamp': 1514068409}, {'title': 'Wizard of Oz, The (1939)', 'rating': 5.0, 'timestamp': 1378495687}, {'title': 'Finding Nemo (2003)', 'rating': 5.0, 'timestamp': 1378495304}]"
274,0.88022529097697,"[{'title': 'Inception (2010)', 'rating': 5.0, 'timestamp': 1284685228}, {'title': 'Inglourious Basterds (2009)', 'rating': 5.0, 'timestamp': 1253913692}, {'title': 'Hot Fuzz (2007)', 'rating': 5.0, 'timestamp': 1197015567}]"
298,0.8792568847081252,"[{'title': 'Big Lebowski, The (1998)', 'rating': 5.0, 'timestamp': 1447584490}, {'title': 'Fight Club (1999)', 'rating': 5.0, 'timestamp': 1447516832}, {'title': 'Godfather, The (1972)', 'rating': 5.0, 'timestamp': 1447516830}]"
585,0.8780742862979934,"[{'title': 'Raging Bull (1980)', 'rating': 5.0, 'timestamp': 1307581840}, {'title': 'Goodfellas (1990)', 'rating': 5.0, 'timestamp': 1307580821}, {'title': 'Pulp Fiction (1994)', 'rating': 5.0, 'timestamp': 1307418531}]"
239,0.875742451046828,"[{'title': 'Enemy at the Gates (2001)', 'rating': 5.0, 'timestamp': 1221159571}, {'title': 'Gladiator (1992)', 'rating': 5.0, 'timestamp': 1221159513}, {'title': 'In the Name of the Father (1993)', 'rating': 5.0, 'timestamp': 1221159473}]"
580,0.8750881828253801,"[{'title': 'Chronicles of Riddick, The (2004)', 'rating': 5.0, 'timestamp': 1212342986}, {'title': 'Children of Men (2006)', 'rating': 5.0, 'timestamp': 1212342557}, {'title': 'Bourne Ultimatum, The (2007)', 'rating': 5.0, 'timestamp': 1212342541}]"
166,0.8748178247962718,"[{'title': 'Garden State (2004)', 'rating': 5.0, 'timestamp': 1190828746}, {'title': 'Bourne Supremacy, The (2004)', 'rating': 5.0, 'timestamp': 1190828516}, {'title': 'Aladdin (1992)', 'rating': 5.0, 'timestamp': 1190827475}]"
427,0.8737785362925194,"[{'title': 'Memento (2000)', 'rating': 5.0, 'timestamp': 1053071540}, {'title': 'Raising Arizona (1987)', 'rating': 5.0, 'timestamp': 1053068898}, {'title': 'Apocalypse Now (1979)', 'rating': 5.0, 'timestamp': 1053068859}]"
